ID,Symbol,CC-1,CC-2,CC-3,C4-1,C4-2,C4-3,IG-1,IG-2,IG-3,Z1-1,Z1-2,Z1-3,Z2-1,Z2-2,Z2-3
Q99759,MAP3K3,,,,1069333.125,,,,,,,,,1063935.375,,
Q99798,ACO2,,,8790.538086,,,,,,,,3001.349121,,,,
Q99811,PRRX2,,,,,13305.31738,6878.689453,,,,5398.212402,5829.146973,,2605.387695,6318.567383,3158.832764
Q99832,CCT7,,5564.419443,10325.38881,4376.474989,8843.946289,5770.343486,,,,3436.891638,5655.894293,9179.368204,2925.722936,3040.493746,3622.856368
Q99848,EBNA1BP2,24333.62423,47557.26012,26583.95366,29361.83136,63075.02405,84638.8125,3586.350142,,7946.75729,81156.23334,105933.3199,115128.9169,74021.54478,84882.74418,124356.4512
Q99873,PRMT1,,20737.34788,7780.107305,5308.113721,8505.500957,13475.31233,,,,15942.34117,19651.0918,22896.3417,12939.51592,9224.806872,14898.0293
Q99959,PKP2,38880.67354,76470.94542,33589.1971,12194.51797,18056.85361,20578.35938,7022.539131,,4785.82816,29451.92564,29432.34402,24956.63303,17973.85959,15650.72554,25300.68992
Q99986,VRK1,19579.53711,40682.30592,19993.26311,17114.39825,34030.17626,43511.33877,4315.454455,2308.285919,2714.354957,35601.7586,31751.9368,43154.51575,37086.41191,35904.29082,60690.12932
Q9BPW8,NIPSNAP1,7883.768555,9164.623047,,,19536.35938,,,,,14943,4838.655273,3832.991211,7712.19873,12811.41406,14566.64941
Q9BPX5,ARPC5L,,,19236.05469,,13939.25879,16884.45117,,,,,,17015.5293,,,2513.951172
Q9BPX6,MICU1,14198.53613,39346.40795,11122.2945,,31206.76414,21463.26634,,,,28523.90713,34809.30578,39245.97258,27738.43531,25838.87274,53032.96136
Q9BQ04,RBM4B,12997.98052,13941.43904,10592.42557,11324.58046,16430.79848,14514.91898,6556.357274,,,19672.32914,19468.77976,21046.43446,11716.21612,11504.36068,18515.08072
Q9BQ13,KCTD14,,60578.13281,,,23381.13477,58350.42578,,,12366.63867,23895.15234,21574.73047,10900.52344,,19687.3125,24147.23242
Q9BQ39,DDX50,17189.08476,43418.52875,22286.54867,18805.19399,36449.03321,45866.92021,4340.826451,,2310.376436,67709.97135,84653.79138,82648.71259,57064.61035,56396.71818,86957.01513
Q9BQ48,MRPL34,99328.88637,79449.25931,82206.77632,129300.0489,136130.5469,73949.83235,108973.6502,99508.36015,78358.66705,38858.61687,72444.0506,27165.39789,36044.48111,21282.34896,24949.87444
Q9BQ61,TRIR,46624.83203,72462.78906,44371.15625,73441.28125,100699.1484,114157.5,7431.858887,,14599.81348,81683.99219,67641.36719,70924.71875,72239.61719,69260.82812,91501.46875
Q9BQ67,GRWD1,3758.119726,19183.46484,9837.34684,7123.135595,23088.91992,29199.66797,,,,27151.30859,20222.83984,38577.17969,17360.83998,22188.14453,31667.13531
Q9BQ75,CMSS1,20563.50676,43835.5306,25255.38899,22321.99474,35907.55663,41702.74364,,,2881.397235,46020.62678,52716.79023,54211.36538,36072.74036,37527.2081,59950.52033
Q9BQ89,FAM110A,49851.16016,53216.64844,36890.21484,,98942.78906,95440.71875,,,,95636.53125,,78456.6875,,52999.39062,38758.96484
Q9BQA9,CYBC1,,,,,6422.758546,7499.314291,,,,16827.96049,9561.539678,14895.58613,3413.288893,5494.858529,16451.52139
Q9BQC6,MRPL57,36438.25781,26689.48438,25322.26758,9853.970703,47441.1875,12419.84375,19417.66797,17669.01172,22402.62109,16835.67969,11790.55176,,,,
Q9BQF6,SENP7,,,,,,5063.554688,,,,9209.927734,,11544.14551,,3396.744629,12220.29297
Q9BQG0,MYBBP1A,8380.083098,26267.77639,10919.96142,12455.31208,26460.33878,43397.99057,1804.156114,1939.613687,3056.11232,34620.44052,52132.67477,59289.08771,34331.90589,41721.18852,67799.47478
Q9BR76,CORO1B,17908.64973,41998.52557,20648.23489,18592.59786,50739.9375,46200.15054,,,,64252.9631,56475.44141,60595.87183,26021.47995,21826.17352,37066.22073
Q9BRD0,BUD13,3452.396977,15055.37314,4177.055419,5470.876877,8441.665603,13086.97868,3148.354527,,,15066.13676,25580.44448,30479.69136,16863.51667,16712.75418,15301.54787
Q9BRF8,CPPED1,,,8192.138672,,,,,,,,,,,9967.71582,
Q9BRJ6,C7orf50,15817.48527,42206.94531,22389.6514,32696.61415,65837.49131,63997.9794,4997.727616,,4232.692314,38311.60441,37168.03266,57562.02184,49280.60938,55565.27369,84015.90436
Q9BRJ7,NUDT16L1,12339.54523,36495.3657,14403.32907,7303.053442,28655.59803,23098.00024,4465.460164,,3344.927959,54709.54104,49948.20169,69300.27756,41210.29993,19819.11356,49918.86764
Q9BRJ9,MESP1,363429.7812,466932.5,410370.4375,382981.0625,394450.4688,386203.5312,1043253.062,365290.3438,955903.25,340076.4688,375648.4688,444656.875,439095.375,422325.5,411101.5938
Q9BRQ5,ORAI3,90271.5,70751.07031,70386.25,24836.77148,40058.98828,44629.06641,,80567.45312,,30809.57812,30465.22266,102803.5781,65269.93359,23672.95508,49797.39062
Q9BRT6,LLPH,25953.85352,57817.71094,42273.13281,68526.38281,63610.98438,120805.7656,,,,88647.46875,146378.3281,129614.3984,50825.24219,92089.14062,134576.2344
Q9BRX2,PELO,8640.331628,15807.91708,5461.238328,6391.656738,21511.80273,19403.9368,,,,8427.53119,6329.490905,7246.030309,5038.711838,7452.989258,11306.36259
Q9BRX9,WDR83,148456.0938,107360.2812,131772.0312,165944.5156,,150433.7656,71587.125,126971.0078,109722,120312.8125,,115455.5,75939.14062,80569.75,117119.3594
Q9BS16,CENPK,,6328.751465,,,1619.096191,7553.032715,,,,12226.55273,13492.11328,10641.7959,10381.76172,7808.790527,17853.53906
Q9BSC4,NOL10,5092.399819,13989.48396,4536.220293,5810.076746,12252.76861,18062.33305,2182.92065,,3522.824936,18737.37649,25821.49643,33072.73828,13901.54464,16133.00023,23943.81844
Q9BSD7,NTPCR,4336.998364,7376.165169,5510.075463,6274.78482,18068.11118,22334.0918,3836.13485,,,17282.08789,21960.76949,17195.40951,6893.222963,5334.945921,10506.12212
Q9BSF8,BTBD10,29377.24609,46924.19531,37628.98047,57597.625,44142.51953,75523.55469,58600.08984,48966.63281,34953.38281,45361.57031,55610.18359,44098.07422,48538.92969,39927.89062,42544.41797
Q9BSI4,TINF2,897.5105591,10083.35319,2299.01738,2138.760359,5240.966831,6313.510937,,,,8028.395724,11442.96899,8403.726557,8659.691091,9953.511455,21488.8313
Q9BSJ5,C17orf80,2333.045687,2101.648249,,,2183.309078,6663.507453,,,,3008.047933,1818.705703,1883.957298,2983.699951,814.0633962,6578.118878
Q9BSJ6,PIMREG,8958.69285,10230.57766,,5245.547428,10229.05723,16339.47875,,,,13797.19794,14310.77352,8685.366037,13971.95562,11626.29115,15658.4558
Q9BSJ8,ESYT1,,18713.20599,7391.730875,,24036.84929,24414.78125,,,2825.446529,41260.8149,8250.624486,27204.93359,10275.37471,10299.6952,5258.107883
Q9BSM1,PCGF1,6371.301058,17304.11891,9843.953118,11679.62293,13710.84042,14478.15085,2756.371535,,,17151.87631,51698.31305,40981.07269,35775.66671,17105.4828,51957.26033
Q9BT09,CNPY3,67675.375,,69826.79688,,,,,,,38835.83203,57347.22266,58636.77734,44633.78125,66018.80469,
Q9BTA9,WAC,3418.617895,6988.105408,3635.201043,4388.888536,5508.232018,8199.542173,,,,21038.96001,10659.44249,20343.05186,6175.394644,7692.207858,18117.64589
Q9BTC0,DIDO1,9650.573776,20916.46646,9627.408863,26866.5911,48013.18023,46097.91636,6485.280996,2754.465526,5023.457317,62388.55354,78927.78269,65842.2867,48190.24236,49277.48978,77526.04698
Q9BTC8,MTA3,8690.067171,17732.28067,10206.53943,7772.544307,15212.17843,15588.84912,1951.753579,,2472.468486,17370.16819,20629.9173,23548.27207,15935.22432,16165.29112,25091.85388
Q9BTD8,RBM42,30008.99648,56484.07422,20538.39733,6586.253876,44950.51,39049.82917,13370.82606,,11040.62894,78810.48968,77241.18415,93334.00194,55087.80483,43962.6043,78865.96969
Q9BTE7,DCUN1D5,,5552.256142,,,5940.570974,5264.844004,,,,3928.855479,3079.088367,5381.324606,5811.246206,3352.378928,4987.637702
Q9BTT4,MED10,35689.1543,42789.02776,18350.12111,,29195.04673,33030.57052,,,,48734.2835,21323.0456,32654.19269,31547.42498,28728.82699,30178.71208
Q9BTV4,TMEM43,5929.287473,20327.82559,17377.14624,,14320.48145,14583.31445,,,,37842.44531,46711.52192,24322.19177,18257.29297,10109.31836,26190.29446
Q9BTV5,FSD1,4803.251341,4673.815742,,11544.91998,25058.25792,30298.60937,,,,,3552.587422,8311.708102,3563.31568,,4646.43794
Q9BTX1,NDC1,5236.139109,13707.54361,5795.541937,7049.419726,8438.570629,15270.99048,,,,22165.87118,21071.97445,27048.72816,12664.75091,12138.16837,21681.75413
Q9BTY2,FUCA2,,,,,,,63296.13887,42505.19021,61966.95637,,,,,,
Q9BU23,LMF2,,,,,18209.53906,20089.19922,,,,26117.20508,35939.71094,31797.10156,21282.81641,,33369.68359
Q9BU64,CENPO,,,,,2794.044434,1863.85022,,,,8488.585938,6162.058594,2070.811768,6572.848633,,7572.878906
Q9BU76,C1orf35,,13862.66841,15514.39421,8459.956825,9997.994146,14302.40113,1698.072883,,,22809.35669,26278.81265,33400.80589,15597.23767,7790.68496,31159.18484
Q9BUA3,SPINDOC,9589.351389,16639.83768,,13383.20527,27429.76562,24807.78058,,,5671.744677,18431.09471,20816.41057,24424.25186,26896.13746,19384.79379,17409.30334
Q9BUF5,TUBB6,,10778.79726,6291.082425,11277.21859,33283.31314,19390.37616,,,,29562.67962,29090.15887,15516.0639,6627.902325,6082.492984,11686.35977
Q9BUJ2,HNRNPUL1,23590.73281,49646.21098,27909.23594,14497.27839,27109.46695,32947.87719,7608.22401,,6482.018424,39166.10139,48705.71638,50838.02645,32046.75887,28354.1506,44644.56772
Q9BUN8,DERL1,27522.58257,61258.56909,19076.19293,,50930.55725,64665.03878,,,,97116.47874,33435.8924,104683.6991,28915.81465,33293.87168,78997.68102
Q9BUQ8,DDX23,4809.071498,12221.53285,6682.786836,9826.40178,12437.875,14735.33709,3026.903991,,,37071.45822,48275.58678,42639.61766,20094.8482,17369.02798,26124.58906
Q9BV29,CCDC32,35638.38281,50529.80078,,56308.875,,,,,17005.04102,47046.91016,47825.46484,30182.94336,29408.68945,49643.99219,33916.53516
Q9BV38,WDR18,10095.61477,34433.86155,13767.90432,21303.4139,36724.95703,36612.90638,5076.221238,2481.532979,3286.922737,113091.8483,130577.3115,119335.9055,70273.72337,61783.30445,110816.2122
Q9BVC5,C2orf49,3634.115622,14975.26606,2749.264709,11346.06445,17075.01005,9698.871312,,,,15251.98936,13930.66333,11121.59043,1960.72288,15971.4948,15630.12733
Q9BVI0,PHF20,,,,,8759.929688,13544.78418,,,,16508.44141,10386.33105,16617.49609,19509.66406,12895.14648,
Q9BVI4,NOC4L,4888.078928,16982.90164,4012.540413,2129.224557,18392.56421,25439.22436,,,,29022.5384,34520.25394,44523.01664,25824.73479,28643.00019,40178.12941
Q9BVJ6,UTP14A,9491.50809,17656.03112,12400.25136,12202.40589,30359.91316,52555.8468,3788.323892,6260.724912,6274.254455,44758.03409,61059.21863,83145.10872,39063.94612,48244.69923,77378.37676
Q9BVK2,ALG8,7626.231445,24416.17383,8125.686523,4493.356445,12202.77441,13342.4502,3206.610596,,,23955.96094,32412.68555,18469.06836,15582.04785,22156.06055,31654.46875
Q9BVK6,TMED9,14508.67995,29454.23498,34862.60213,4330.271301,18365.0636,16290.49996,12208.55304,4753.117072,6632.588547,24659.26764,53462.69398,15200.31416,10116.53633,20094.22727,21846.38225
Q9BVL2,NUP58,7880.178263,23514.88211,9996.179805,13484.64978,17585.13332,24083.34942,,,3292.477876,30699.36856,45817.35097,31056.26205,24566.59424,27326.68371,36245.37285
Q9BVP2,GNL3,17069.14689,45136.99841,22356.90633,21228.23205,42701.52376,69358.93722,1352.488131,,,60235.2071,75066.83967,97915.07701,52360.05029,50458.43308,89260.59221
Q9BVQ7,AFG2B,,,,,4658.002441,4995.232422,,,,6629.933594,,,,,11175.74219
Q9BVS4,RIOK2,25067.72461,27488,26479.22852,25302.96484,26102.49609,18632.10938,6944.497559,,,13803.29297,21828.70312,32818.88672,25252.4375,21510.58203,21818.13281
Q9BW11,MXD3,,,,,,,,,,,,,5563.350586,2986.637207,5829.806152
Q9BW19,KIFC1,17451.80203,45165.01093,18495.35343,29456.19758,40482.23262,43530.04701,2478.380975,,2955.924871,31108.60627,47374.54245,41888.69968,49097.43573,46865.19352,73679.88065
Q9BW27,NUP85,8006.167576,29967.86615,14413.83844,10287.03735,13515.58561,18810.67014,,,,39504.5461,33119.75378,36904.56783,22044.71162,24016.49607,44260.88831
Q9BW60,ELOVL1,1867.737656,11812.65284,7238.592106,2339.698125,4009.485417,2422.572437,,,,10389.52232,13361.9358,10702.27829,3538.767247,3337.37955,11896.92294
Q9BWF3,RBM4,13453.99872,35541.1793,20417.10253,18853.4623,19779.35045,26957.82451,,,,47488.46613,60378.89698,44327.31458,43374.47843,45534.72568,55493.15548
Q9BWJ5,SF3B5,9968.715831,14912.84107,5797.499461,6871.468663,14849.48213,17464.45107,,,2281.947148,32022.69867,39394.06369,40515.32883,26886.27388,17589.63638,29703.18283
Q9BWM7,SFXN3,,,,,,14038.45605,,,,,16939.55078,15676.35938,,,13428.32129
Q9BWN1,PRR14,4918.825195,10887.74354,3914.164355,3082.371157,3057.070833,7070.544347,5942.647666,,,14042.72754,12066.55078,9215.438716,7355.752698,7593.131876,5229.681251
Q9BWP8,COLEC11,,53616.10156,49183.94531,43101.85156,38332.23047,45040.61719,6920.563477,66324.17188,39799.84375,63630.22656,25849.56836,49749.49609,,55453.0625,63779.32812
Q9BWS9,CHID1,9676.354775,31612.90419,14798.62779,,14174.28412,25640.05793,3920.45045,,,18120.94163,20333.55428,14083.39461,,10489.59919,19106.42787
Q9BWT7,CARD10,27164.8966,46236.63426,25783.13791,37765.76004,29720.87873,35654.97553,,,,32570.89633,35589.39337,29461.49352,32770.90591,44985.40452,27281.1583
Q9BWU0,SLC4A1AP,7109.691895,11920.27246,,,10147.85254,16962.25195,,,,11728.72266,8570.256836,17133.14453,10717.03418,10185.75586,10847.59375
Q9BWU1,CDK19,11262.74902,14978.85449,3932.408203,,15608.77344,15401.62891,,,,30149.07227,17844.43359,20871.88672,6674.141113,6596.132812,10589.54297
Q9BX10,GTPBP2,,2525.752197,,,4460.055664,5593.139648,,,,8670.714844,,15000.94727,,,14793.94336
Q9BX40,LSM14B,,11936.38108,8739.818537,,9524.197956,18329.22508,,,,,7477.747397,9966.349721,,10470.1302,17870.27012
Q9BXF3,CECR2,,14991.97559,,,,14422.79102,,,,40493.21875,44039.47656,,16193.90625,15010.99414,29944.375
Q9BXK1,KLF16,19256.1084,39196.23424,20088.06063,21200.47031,25319.91983,45333.60084,9088.310562,,17208.48784,43062.19004,38623.26506,50703.51482,45127.00426,40385.73303,79656.08
Q9BXL5,HEMGN,355479.8125,374435.0625,315676.2188,345810.9375,375561.9375,340066.6875,163028.125,160448.4531,152953.1875,314321.7812,290841.5625,362265.25,333523.3125,283029.375,283701.0625
Q9BXP5,SRRT,6292.081032,11717.58155,7996.968458,8458.363714,13290.69721,13810.53365,2578.993188,,1647.209877,22750.20964,28544.74764,25203.77611,14774.44176,15661.3396,22174.41614
Q9BXS6,NUSAP1,30161.03979,57974.87876,25507.66719,38584.69377,51864.59015,62306.90547,10088.33002,4010.189712,10711.77461,40888.67512,62764.34964,56711.38254,85433.05377,83626.81821,116759.1709
Q9BXW9,FANCD2,2421.307123,2810.561997,,2211.064766,3625.301778,7957.754238,,,,6788.579838,6336.944956,3864.304832,8600.218161,4540.422805,18897.84558
Q9BXX0,EMILIN2,388945.5625,416393.3125,375261.5625,,,,,205888.4844,,446251.1875,390226.375,,,413565.8125,
Q9BXY0,MAK16,5310.6614,16093.74773,20002.69634,16186.65072,15170.94927,34637.06232,11140.12826,,3419.719632,30689.43516,42042.68743,40968.27097,21933.18356,30376.19485,38932.07649
Q9BY42,RTF2,1095.788704,1599.742856,,2742.614425,7984.859863,4731.314735,,,1180.540814,1133.887096,2935.173834,2440.993246,1275.080826,1863.395069,1145.806404
Q9BY44,EIF2A,10298.72499,20700.71505,17968.27788,8500.15686,6528.466869,7879.487041,,,,11044.15396,9736.988037,9934.682714,,7795.994907,13457.20377
Q9BY77,POLDIP3,23748.3995,51143.33864,25914.50205,37915.1077,41333.22937,51537.16758,6344.761385,2904.106131,6242.342866,88015.54257,104842.9968,105348.7719,65849.91962,63231.85026,103280.2558
Q9BY89,KIAA1671,,10665.9834,,,5083.483887,,,,,10224.15625,,,3046.028809,,9694.71582
Q9BYB0,SHANK3,,65350.80469,,,70947.82031,126572.1719,,,,45359.73047,,,,,
Q9BYC5,FUT8,,242890.5312,151027.2812,144347.9219,,,,,,,,,,124078.2578,
Q9BYD2,MRPL9,,,19967.74609,19633.74023,46751.93359,12025.29395,22757.6543,,7776.78125,22869.84961,,,,,31256.80859
Q9BYD6,MRPL1,11712.37695,,5953.397949,,23434.9375,14579.07031,,,,,,7130.274902,,,11214.61133
Q9BYE4,SPRR2G,13145.36133,,,,54140.28906,34991.09375,,,,21579.81445,17732.57227,22060.79688,11630.29102,,24441.86133
Q9BYE7,PCGF6,,8542.38332,1858.420214,1786.254902,5691.821375,4854.281751,1030.570293,,,9590.864196,15389.18392,6933.716128,5955.687318,7104.562486,18193.68968
Q9BYG3,NIFK,29757.26667,55234.50765,32280.03959,36846.82576,57256.19716,105704.0542,8610.703595,4799.417064,15571.0173,71604.51333,106015.73,127809.781,69721.07053,76469.22977,121383.2984
Q9BYJ1,ALOXE3,10463.12109,,,,,5516.147461,,,,,,5315.408203,,,
Q9BYJ9,YTHDF1,9851.967527,22768.73319,8514.482937,14817.08042,13745.48702,8245.049287,,,,8232.914039,6462.579311,5089.051415,11103.68555,10643.02767,16002.80397
Q9BYK8,HELZ2,,1957.636963,,1587.526123,2064.731445,2787.262451,,,,2840.181152,2451.72998,2436.360107,3916.29834,2347.543457,4013.872559
Q9BYW2,SETD2,46805.27361,43228.05759,44265.58692,42885.75381,39578.05106,38809.67608,45471.13372,44783.75207,44315.84173,44019.74883,110919.0986,125631.365,44317.83901,38543.82843,43874.19364
Q9BZ81,MAGEB5,258550.75,271929.5625,220337.2031,294876.5,332469.0312,221361.125,296955.5312,367511.5938,303705.25,305559.1875,,309286.4375,273276.3438,263677.8125,315753.0625
Q9BZ95,NSD3,3660.165649,9969.196067,3298.446912,13450.4379,18227.92513,21718.78097,1640.622134,,1085.051039,24878.07736,30418.82597,22903.4943,19702.98424,19378.12644,28561.89797
Q9BZD4,NUF2,18778.2207,34143.83474,19080.66797,29990.87063,38111.10605,44423.3917,4458.899594,,,14085.31971,13549.10484,13147.38377,15325.08916,12832.41456,15484.37105
Q9BZE1,MRPL37,,13625.94824,12645.55859,4715.13623,10452.10156,8279.464844,,,,,9687.37793,11291.37891,,,1799.546753
Q9BZE4,GTPBP4,11976.06237,30001.34895,14889.6912,13296.96396,24433.21816,48277.91869,3664.73948,2211.939897,3527.377601,48502.42475,58903.26177,76104.81787,33742.45529,41427.8325,67285.08647
Q9BZF9,UACA,10297.45971,17428.74078,9966.575781,9992.629165,19746.80273,25263.87853,2109.101962,,,11554.62697,8441.215866,7521.984335,8391.149548,9607.1985,7664.479027
Q9BZG1,RAB34,4327.557129,,,,4335.938477,,,,,,7269.739258,4975.337891,,,
Q9BZI7,UPF3B,2513.745117,4535.343262,,,2766.307617,,,,,,,,2146.049316,,
Q9BZJ0,CRNKL1,5842.210845,15864.73334,6098.541902,7093.797405,7690.623083,12320.11415,,,,26738.12885,30022.63222,29054.97729,19235.31641,12568.87039,23457.53046
Q9BZJ8,GPR61,358956.375,437673.4375,437811.0625,369748.7188,432961.9375,393791.2812,262995.5938,333552.75,362104.3125,298402,380385.6875,466328.5,351182.1875,435145.0938,302804.875
Q9BZK7,TBL1XR1,4362.551654,2627.215958,,2590.638063,5255.254478,5488.886832,,,,7702.850778,5876.766589,3765.831218,2383.116747,3309.110616,6580.761679
Q9BZL1,UBL5,22633.38849,31377.21243,6535.270158,12703.89786,34852.27581,33263.6415,5487.3541,4570.694561,8060.700021,54663.38399,67371.5,51221.67969,30293.56369,25936.49682,50795.02344
Q9BZL4,PPP1R12C,4399.575684,,,,14261.36426,9293.319336,,,,9697.12207,6720.902344,,,,
Q9BZM5,ULBP2,13288.30859,17460.9375,14206.74023,,24023.27344,,,,,,,,,,5389.96582
Q9BZZ2,SIGLEC1,,74473.40625,44450.27734,49220.41406,56822.39844,,,,,49499.00781,92888.17969,60368.82422,52140.50391,57354.83984,39584.84766
Q9BZZ5,API5,19953.76454,43792.11766,20461.53874,21946.26581,49271.64562,45536.90625,6344.743776,3015.434231,6127.02604,60520.52404,65958.78571,63664.84886,43682.33594,42265.74126,55689.40925
Q9C005,DPY30,6595.360352,26873.75391,14502.39746,25485.22461,29418.96289,23569.38477,,,,62908.08594,80921.60938,60146.32031,63487.82031,42616.42969,55537.25391
Q9C075,KRT23,29770.27734,6176.884275,7813.719708,,5395.395415,14296.41992,17019.9884,,,5793.403102,13272.95514,5563.391628,13047.61618,6080.414423,11343.0918
Q9C086,INO80B,6176.099984,9162.9036,3994.115326,12298.16557,14359.29744,16204.19952,8375.464125,3177.237705,7668.525941,23255.29688,18373.7794,26534.68359,27849.90625,13685.11405,36231.5693
Q9C0B5,ZDHHC5,9709.009766,11932.62695,6916.037109,2822.242188,9565.678711,1708.405518,,,,19101.77539,23242.91016,8607.108398,6896.32666,3725.837402,9319.40625
Q9C0C2,TNKS1BP1,12321.31464,10847.92066,10731.31071,6558.696289,8834.813641,6338.325195,,,,3525.083321,3368.009093,2937.01099,2883.291092,2728.107214,4352.594438
Q9C0C4,SEMA4C,7317.612691,23262.28382,10128.47952,,,,,,,,,,,,
Q9C0D5,TANC1,,,,,4595.95166,7011.108887,,,,4716.194336,,,,,1969.47168
Q9C0F0,ASXL3,34023.58594,79148.65625,,54005.55469,,,,,,,,142084.4062,,112741.2656,180816.1719
Q9C0F1,CEP44,2564722,2997149,2807449,,2560777.75,2360400.25,,2005851.25,,2500156.5,2516633.25,2982939.5,2523693.5,2561489,2972863.5
Q9C0F3,ZNF436,,,,,4750.623047,3612.208252,,,,,3427.993652,3468.040039,3988.480469,3268.368164,2613.601074
Q9C0H9,SRCIN1,108623.7109,69378.4375,133713.6094,79089.10938,87628.10156,57337.85156,54179.03516,90921.53906,80989.73438,78448.57031,121374.9062,62275.15234,80526.48438,63810.03906,104800.7422
Q9C0J8,WDR33,6983.571835,13251.87014,6399.395397,14591.85883,19560.81337,22677.19536,3539.497473,,3527.579067,42001.48056,44989.22412,36428.27467,25939.35576,22554.41371,36814.75547
Q9GZL7,WDR12,3239.230106,8823.71835,3352.918124,4221.147847,8375.818862,19746.08177,,,,24677.74609,18705.40675,28148.04339,13736.16548,18324.66771,40005.87086
Q9GZN1,ACTR6,,7716.149414,,,,8860.804688,,,,9453.480469,4428.911133,,6454.724609,,9004.223633
Q9GZR1,SENP6,27641.81641,90976.28125,,,,61570.03906,,,,102854.6406,61066.69531,136086.7969,53928.44141,98958.82812,
Q9GZR2,REXO4,2246.450757,7098.905465,,2719.064105,6259.208835,7631.787225,,,,8780.4238,15320.03058,19617.13504,10536.52328,13943.55912,17969.85437
Q9GZR7,DDX24,3794.224976,8468.44945,3974.847158,4307.391225,11682.40137,21660.01145,,,,17174.39281,16005.78266,24334.24349,13757.99598,13421.40492,16141.26319
Q9GZS1,POLR1E,12907.21775,28279.02458,12783.45004,16920.91514,26296.67663,37978.10029,,2847.011611,,32055.64649,45280.30188,44307.42787,25294.02224,35511.67612,45204.01095
Q9GZS3,SKIC8,7249.228112,26137.04962,14716.75465,9883.638116,20742.32956,11940.0161,5208.500772,,2910.942705,21785.24685,20800.40205,19153.93941,8854.932702,11858.07042,13313.75106
Q9GZY6,LAT2,,,,,,4748.485352,,,,4482.972656,6556.746582,,3454.467041,6170.129395,7118.5625
Q9GZZ8,LACRT,22653.48828,,33481.45312,,,,,,41593.41406,20781.17969,21434.31641,20068.72266,26451.88281,20339.38281,30402.75781
Q9H061,TMEM126A,23643.73047,33900.79297,,,22362.77344,41036.99219,18042.88281,,,45470.75391,36971.10156,22971.58984,23564.53906,4461.802734,53612.9375
Q9H082,RAB33B,,313773.2812,,,378816.2812,,,,,437541.7188,477140.5625,409106.2188,,,
Q9H089,LSG1,390034.4062,636208.125,339875.3438,746732.625,421367.8125,495442.5,557659.125,,,690056.5,544244.75,671014.75,422800.125,439227.125,316346.7188
Q9H0A0,NAT10,15465.78848,35930.66375,18833.89668,18763.0762,33513.10577,52559.66513,4341.702228,,4546.55768,52981.71971,77406.90081,80382.3745,38264.01838,43360.39715,65070.88991
Q9H0B6,KLC2,,19698.5332,,,71721.83594,9911.93457,,,45702.59766,28347.64453,,,26481.8125,33967.97656,
Q9H0C8,ILKAP,,150274.1094,146082.6094,149384.7969,161680.0625,188365.1875,125895.3281,112291.7031,,187019.2812,157158.5469,221340.3125,159899.5625,136425.1094,165691.1719
Q9H0D6,XRN2,24413.82214,65642.95,29201.70908,36731.1617,59773.9786,75549.09106,17623.80269,5539.164268,17082.94939,88497.13387,107824.261,116294.0828,85418.25127,76039.55223,123725.7652
Q9H0E2,TOLLIP,9720.532517,7892.935971,4109.578331,2800.582913,6871.989712,6002.978785,4863.812785,3312.915582,2944.956321,3137.440477,5299.816809,3305.69244,4882.483854,,4818.253643
Q9H0E3,SAP130,,16539.69197,4193.193672,7978.587588,20706.5506,16633.2772,,,2380.230781,25315.3003,29723.84871,22843.86263,18582.65326,18416.00899,26994.5332
Q9H0E7,USP44,,,,,,,,,,24788.09375,,,,26607.75781,
Q9H0E9,BRD8,7384.829279,17133.50781,9297.791622,4749.425438,14309.27889,13848.16895,,,,17682.40689,20230.95231,23400.82209,17664.99609,14487.84607,28779.3697
Q9H0H0,INTS2,,12704.12133,3241.021318,8899.773868,7094.696947,12016.95771,,,,9868.197619,15271.12912,7789.670446,7723.646402,10070.42149,15907.97855
Q9H0H5,RACGAP1,25233.27633,62030.35157,31429.65629,20049.38544,40044.43481,46498.68102,5183.994971,,3624.521354,49313.74264,56986.09928,55230.92031,39795.25052,46159.5994,64879.87897
Q9H0L4,CSTF2T,8319.664905,11029.97155,,7741.154083,22640.41529,20031.01424,,,,36426.125,37991.26956,36042.20312,16964.76953,17299.60742,17518.69863
Q9H0R3,TMEM222,112081.4062,133811.8594,,,144320.2812,150284.2656,,,,131923.7812,128267.8516,137289.6562,141431.2188,134436.4062,141910.0312
Q9H0S4,DDX47,15748.27199,43805.07878,23118.28716,13864.57218,35465.12226,39566.04674,3809.1818,,4612.265431,46900.25547,65746.69843,76242.80419,44303.89062,50463.34074,77751.54059
Q9H0U3,MAGT1,,25069.44141,,,,24694.71875,,,,,16483.07227,25297.57812,,18025.75586,
Q9H116,GZF1,,9554.438851,6612.299847,6647.523397,3668.921487,9609.543366,,,,7704.434404,15690.04235,17935.97548,12365.10028,8900.852222,16503.66884
Q9H147,DNTTIP1,11628.8918,19900.41373,6387.607294,9070.946915,23248.30031,26843.94626,6307.000903,,,29980.52497,32435.36709,24415.5239,26429.9919,24798.67395,36251.6997
Q9H160,ING2,,7445.235352,,28593.05664,37676.59375,34478.3125,,,,33830.36328,33602.20703,39152.89844,26653.75781,37030.21484,58058.82812
Q9H1A4,ANAPC1,,12498.12648,,5541.013999,10882.47656,8196.437247,,,,16635.3961,26163.51562,11860.54182,8697.995355,12409.30503,20689.56238
